1;1;2;2;3;4;4;5;5;6;6;7;8;8;9;10;10;11;12;12;13;14;14;15;16;16
1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0
B^7;D7;G^7;Bb7;Eb^7;Am7;D7;G^7;Bb7;Eb^7;F#7;B^7;Fm7;Bb7;Eb^7;Am7;D7;G^7;C#m7;F#7;B^7;Fm7;Bb7;Eb^7;C#m7;F#7
