1;1;2;2;3;3;4;4;5;6;7;8;9;9;10;10;11;12;13;14;14;15;16;17;17;18;18;19;19;20;20;21;22;22;23;24;24;25;26;26;27;27;28;28;29;29;30;30;31;31;32;32
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0
C^7;Am7;Dm7;G7;C^7;Am7;Dm7;G7;C^7;C^7;B%7;E7;Am;Am;F#%7;B7;Em7;A7;Dm7;E%7;A7;Ab7;G7;C^7;Am7;Dm7;G7;C^7;Am7;Dm7;G7;C^7;Gm7;C7;F^7;Fm6;Bb7;C6;F#%7;Fm6;Em7;Am7;D7;Fm6;C6;Am7;Dm7;G7;C6;Am7;Dm7;G7
