1;2;3;4;5;6;6;7;8;9;10;11;12;13;14;14;15;16;16;17;18;19;19;20;21;22;23;24;24;25;26;27;28;29;30;31;32;32;33;33;34;34;35;36;36
1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0
C^;C+;C6;C7;Dm7;A7;A7;Dm7;G7;C^;C+;C6;C7;Dm7;A7;A7;Dm7;B%7;E7;Am7;Am^7;Am;F^7;Em7;E%7;A7;Ab7;Dm7;G7;C^;C+;C6;C7;F^7;E7;Am7;D7;D#o7;Em7;Am7;Dm7;G7;C6;Dm7;G7
