1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
Abm7;Ebm7;Abm7;Ebm7;Abm7;Ebm7;Abm7;Ebm7;Abm7;Abm7;E^7;Ebm7;Dbm7;Eb7;D7;Db7;C^7;B7;Bb7;Eb7;Abm7;Eb7;Abm7;B7;F%7;Bb7;Em7;A7;D^7;Ebm7;Ab7;Db^7;Bbm7;Ebm7;Ab7;Db^7;Bbm7;Eb^7;Eb7;Abm7;Abm7;Eb^7;Ebm7;Dbm7;Eb7;Abm7;Ebm7;Abm7;Ebm7;Abm7;Abm7;E^7;Ebm7;Dbm7;Eb7;D7;Db7;C^7;B7;Bb7;Eb7;Abm7;Eb7;Abm7;B7;F%7;Bb7;Em7;A7;D^7;Ebm7;Ab7;Db^7;Bbm7;Ebm7;Ab7;Db^7;Bbm7;Eb^7;Eb7;Abm7;Abm7;Eb^7;Ebm7;Dbm7;Eb7;Abm7;Ebm7;Abm7;Ebm7;Db^7;Db^7
