1;2;3;4;5;6;7;8;9;10;11;12;13;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
Dsus;Dsus;D%7;G7;Cm7;Cm7;Am7;Am7;Dm;Bb^;Dm;Bb^;Dm;Dm;Bb^7;B%7;E7;Dsus;Dsus;D%7;G7;Cm7;Cm7;Am7;Am7;F^7;Eb^7;Ab^7;Gm7;Csus;Csus;Csus;Csus
