1;1;2;2;3;3;4;4;4;4;5;5;6;6;7;7;8;8;9;9;10;10;11;11;11;11;12;12;13;13;14;14;14;15;16;17;18;18;19;20;21;22;23;24;25;26;27;28;29;29;30;30;31;31;31;32;32;33;33;34;34;35;35;35;36;36;37;37;38;38;38;39;39;39;40;40;41;41;42;42;43;43;43;44;44;45;45;46;46;47;47;48;48;49;49;50;50;51;51;51;51;52;52;52;52;53;53;54;54
1.0;3.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;3.0
Db6;Cb7;Db^7;Cb7;Db^7;Cb7;Db^;Ebm7;Fm7;Gbm7;Abm7;D7;Fm7;D7;Dbm6;D7;Db6;Cb7;Db^7;Cb7;Db^7;Cb7;Db^;Ebm7;Fm7;Gbm7;Abm7;D7;Fm7;D7;Dbm6;G%7;C7;Fm7;Fm7;Fm7;G%7;C7;Fm7;Fm7;Fm7;Ab7;Bsus;Bb7;Ebm7;A7;Ebm7;D7;Db^7;D7;Db^7;D7;Db6;F#m7;B7;E^7;D7;Db^7;D7;Db^7;D7;Db6;Db7;C7;F^7;A7;Ab^7;Eb7;Ab^7;Em7;A7;D^7;Dm7;G7;C^7;Ab7;Db^7;D7;Db^7;D7;Db6;C7;B7;Fm7;Bb7;F#m7;B7;A7;Ab7;Db^7;Gb7;Fm7;Bb7;F#m7;B7;A7;Ab7;Ab7;A7;Bb7;B7;C7;D7;Db^;Ab7;Db^7;D7;Db^7;D7
