1;1;2;2;3;3;4;4;5;5;6;6;7;7;8;8;9;9;10;10;11;11;12;12;13;13;14;14;15;15;16;17;17;18;19;19;20;21;21;22;23;23;24;24;25;25;26;26;27;27;28;28;29;29;30;30;31;31;32
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0
F6;Gm7;Am7;Dm7;G7;Am7;Bbm7;Eb7;Am7;D7;Gm7;C7;Am7;D7;Gm7;C7;F6;Gm7;Am7;Dm7;G7;Am7;Bbm7;Eb7;Am7;D7;Gm7;C7;Gm7;C7;F^;Bbm7;Eb7;Ab6;Bbm7;Eb7;Ab6;Dm7;G7;C6;Dm7;G7;C6;C6;F6;Gm7;Am7;Dm7;Gm7;Am7;Bbm7;Eb7;Am7;D7;Gm7;C7;Gm7;C7;F6
