1;2;3;4;5;6;7;8;9;9;10;10;11;11;12;12;13;13;13;14;15;15;15;16;17;18;19;19;19;19;20
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;1.0;3.0;4.0;1.0;1.0;1.0;1.0;2.0;3.0;4.0;1.0
Bb7;Eb7;Bb7;Eb7;Bb7;Eb7;Bb7;Eb7;Bb^;Eb^;Bb7;Eb^;Bb^;Eb^;Bb7;Eb^;Bb^;Bb^;Eb^;Fsus;Bb^;Bb^;Eb^;Fsus;Cm7;Dm7;Gm;F^;Gm;F^;Gm
