1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;15;16;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;32;33;34;35;36;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;54;55;56;56
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0
F^7;F^7;Abo7;Abo7;Gm7;C7;Bbm7;Eb7;F^7;Abo7;Gm7;C7;Gm7;C7;F6;D7;Gm7;C7;F^7;F^7;Abo7;Abo7;Gm7;C7;Bbm7;Eb7;F^7;Abo7;Gm7;C7;Gm7;C7;F6;Bbm7;Eb7;Ab^7;Ab^7;Ab^7;Bbm7;Eb7;Ab^7;Ab^7;Gm7;C7;F^7;F^7;Abo7;Abo7;Gm7;C7;Bbm7;Eb7;F^7;E7;Eb7;D7;Gm7;Csus;C7;F6;Gm7;C7
