1;2;3;4;5;6;6;6;6;7;8;9;10;11;12;13;14;14;14;14;15;16;16;17;18;19;19;20;21;22;23;24;25;26;27;28;29;30;30;30;30;31;31;32
1.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0;4.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0
Gm;Gm;D7;D7;D^;D^;Cm;B+;D7;Gm;D7;Gm;Gm;D7;D7;D^;D^;Cm;B+;D7;Gm;Eb7;D7;G7;G7;Cm;G7;Cm;F7;F7;Bb^;D7;Gm;Gm;D7;D7;D^;D^;Cm;B+;D7;Gm;Cm;Gm
