1;2;2;3;3;4;4;5;6;7;8;9;10;11;12;13;14;15;15;16;16;17;18;18;19;19;20;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;41;42;43;44;45;45;46;47;48;49;50;50;51;51;52;52;53;54;55;56;57;58;59;60;61;62;63;64
1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
Bb^7;Cm7;F7;Cm7;F7;Cm7;F7;Bb^7;Dbo7;Cm7;F7;Cm7;Ab7;Bb6;Gm6;Cm7;F7;Dm7;G7;Cm7;F7;Bb^7;Cm7;F7;Cm7;F7;Cm7;F7;Bb^7;Dbo7;Cm7;F7;Cm7;Ab7;Bb6;Gm6;Cm7;F7;Bb6;Bb6;Am7;D7;Eb^7;Eb^7;Ebm6;Ab7;Bb6;Bb6;Gb7;Bb^;E%7;Asus;A7;D^;A7;C7;Cm7;F7;Bb^7;Cm7;F7;Cm7;F7;Cm7;F7;Bb^7;Dbo7;Cm7;F7;Cm7;Ab7;Bb6;Gm6;Cm7;F7;Bb6;Bb6
