1;1;2;2;3;3;4;5;5;6;6;7;8;9;10;11;12;13;13;14;14;15;15;16;16
1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0
Bb7;A7;Ab7;G7;C7;F7;Bb7;Bb7;A7;Ab7;G7;C7;F7;Bb7;Bb7;Eb7;Eo7;Bb7;A7;Ab7;G7;C7;F7;Bb7;F7
