1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;33;34;34;35;35;36;36;37;37;38;38;39;39;40;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
G^7;G^7;Gm7;C7;F^7;F^7;Fm7;Bb7;Eb^7;Cm7;Eb^7;Cm7;Eb^7;Cm7;G^7;G^7;G^7;G^7;Gm7;C7;F^7;F^7;Fm7;Bb7;Eb^7;Cm7;Eb^7;Cm7;Eb^7;Cm7;G^7;G^7;Am7;D7;Am7;D7;G^7;C7;Bm7;E7;Am7;D7;Am7;D7;Bm7;E7;Am7;D7;G^7;G^7;Gm7;C7;F^7;F^7;Fm7;Bb7;Eb^7;Cm7;Eb^7;Cm7;Eb^7;Cm7;G^7;G^7
