1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;22;23;23;24;24
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.5;1.0;2.5;1.0;2.0
Abm7;Bbm7;Abm7;Bbm7;Abm7;Bbm7;Abm7;Cb^7;F#m7;G#m7;F#m7;G#m7;F#m7;G#m7;F#m7;A^7;Eb^7;F^7;Bb^7;C^7;Eb^7;F^7;Bb^7;G^7;Ab^7;Bb^;C^7
