1;2;3;3;4;4;5;6;7;8;9;10;10;11;12;13;14;15;15;16;16;17;18;18;19;20;21;22;23;24;25;26;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;41;42;42;43;44;45;46;47;48;49;50;51;52
1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
G^7;Am7;Bm7;E7;Am7;D7;G^7;G^7;Dm7;G7;C^7;C#%7;F#7;Bm7;E7;Am7;D7;Bm7;Em7;Am7;D7;G^7;Dm7;G7;C^7;Am7;Dm7;G7;Dm7;G7;C^7;B%7;E7;Am7;Am7;F#%7;B7;Em7;A7;Am7;D7;Bm7;E7;A7;A7;Cm7;F7;G^7;G^7;Em7;Em7;C#%7;Cm6;Bm7;E7;Am7;D7;G^7;G^7;Am7;D7
