1;1;2;2;3;4;5;6;6;7;8;9;10;11;12;13;14;15;16;16;17;17;18;18;19;20;21;22;22;23;24;25;26;27;28;29;30;31;32;32
1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
G^;G6;G^7;G6;F#%7;B7;Em7;Dm7;Gsus;B%7;E7;Am7;F7;G^7;E7;Am7;A7;D7;Am7;D7;G^;G6;G^7;G6;F#%7;B7;Em7;Dm7;Gsus;B%7;E7;Am7;F7;G^7;E7;Am7;D7;G6;Am7;D7
