1;2;3;4;5;6;6;7;8;9;10;11;12;13;14;15;16;16
1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
F^7;F^7;F^7;F^7;F^7;Am7;D7;Gm7;C7;Abm7;Db7;Abm7;Db7;Gm7;C7;F6;Gm7;C7
