1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;31;32;33;33;34;35;36
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0
Db^7;Db^7;Csus;Csus;Bbm6;Bbm6;Ab^7;Ab^7;Gb^7;Gb^7;Fm7;Gb7;Fm7;Gb7;G%7;C7;Db^7;Db^7;Csus;Csus;Bbm6;Bbm6;Ab^7;Ab^7;Gb^7;Gb^7;Fm7;Gb7;Fm7;Gb7;Bbm7;Eb7;Ab7;Db7;G7;Gb^7;G%7;C7
