1;1;2;2;3;3;4;4;5;5;6;6;7;7;8;8;9;9;10;10;11;11;12;12;13;14;15;16;17;17;18;18;19;19;20;20;21;21;22;22;23;23;24;24;25;25;26;26;27;28;29;29;30;30;31;32;32
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0
Bb^;Bb+;Bb6;Bo7;Cm;G7;Cm;G7;Cm;Cm7;Cm6;F7;Bb6;F7;Bb6;D7;Gm;Gm;Fm7;Bb7;Eb6;Gm7;Cm7;F7;Dm7;Gm7;C7;F7;Bb^;Bb+;Bb6;Bo7;Cm;G7;Cm;G7;Cm;Cm7;Cm6;F7;Bb6;F7;Bb6;D7;Gm;Gm;Fm7;Bb7;Eb6;C7;Bb^;Gm7;Cm7;F7;Bb6;Cm7;F7
