1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;15;16
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0
Fm;Fm;Fm;Fm;Fm;Fm;C7;C7;Fm;Fm;Fm;Fm;F7;Bb7;G7;C7;Fm
