1;2;3;4;5;6;7;8;9;10;11;12;12;13;13;14;14;15;16;17;18;19;20;21;22;23;23;24;25;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;44;45;45;46;46;47;48;49;50;51;52;53;54;55;55;56;57;59;59;60;61;62;63;64;65;66;67
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
C^7;C^7;C^7;C^7;Dm7;Gm7;Gm7;Gm7;F^7;F^7;Bb^7;B7;E7;Am;Am;F#%7;F7;E%7;A7;Dm7;Dm7;C^7;C^7;Dm7;Gm7;Gm7;C7;F^7;B%7;E%7;A7;Dm7;G7;D7;G7;C^7;C^7;C^7;C^7;Dm7;Gm7;Gm7;Gm7;F^7;F^7;Bb^7;B7;E7;Am;Am;F#%7;F7;E%7;A7;Dm7;Dm7;C^7;C^7;Dm7;Gm7;Gm7;C7;F^7;B%7;E%7;A7;Dm7;Dm7;Gsus;Bb^7;Db7;C^7;C^7;C^7
