1;2;3;4;5;6;7;8;8;9;10;11;12;13;14;15;16;16;17;18;19;20;21;22;23;24;24;25;26;27;28;29;30;31;32;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;54;55;56;57;58;59;60;61;62;62;63;64;65;66;67;68;69;70;70;71;72;73;74;75;76;77;78;78;79;80;81;82;83;84;85;86;87;88;89;90;90;91;92;93
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;4.0;1.0;1.0;1.0
Eb^7;A7;G7;Bm7;E7;G^7;A7;Am7;D7;G^7;F#7;Bm7;E7;Fm7;Bb7;Eb^7;Eb7;D7;Eb^7;A7;G7;Bm7;E7;G^7;A7;Am7;D7;G^7;F#7;Bm7;E7;Em7;A7;D^7;Fm7;Bb7;Eb^7;G7;Cm7;F7;Fm7;B7;B^7;F#7;B^7;F#7;B^7;F#7;Eb^7;Bb7;Eb^7;A7;G7;Bm7;E7;G^7;A7;Am7;D7;G^7;F#7;Bm7;E7;Fm7;Bb7;Eb^7;Eb7;D7;Eb^7;A7;G7;Bm7;E7;G^7;A7;Am7;D7;G^7;F#7;Bm7;E7;Em7;A7;D^7;Fm7;Bb7;Eb^7;G7;Cm7;F7;Fm7;B7;B^7;F#7;B^7;F#7;B^7;F#7;Em7;A7;Dm7;Dm7
