1;2;3;4;5;6;7;8;8;9;10;11;12;13;14;15;15;16;17;18;19;20;21;22;23;24;24;25;26;27;28;29;30;31;31;32
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0
Eb^7;Ebm6;Dm7;Dbo7;Cm7;F7;Bb6;Fm7;Bb7;Eb^7;Ebm6;Dm7;Dbo7;Cm7;F7;Bb6;Eb7;Bb6;Am7;D7;Dm7;G7;Gm7;C7;Cm7;F7;Bb7;Eb^7;Ebm6;Dm7;Dbo7;Cm7;F7;Bb6;Eb7;Bb6
