1;2;3;4;5;6;6;7;7;8;8;9;10;11;12;13;14;14;15;15;16;16;17;18;19;20;21;22;23;23;24;24;25;26;27;28;29;30;30;31;31;32
1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0
Dsus;Dsus;Dsus;Dsus;Dsus;Dsus;F#7;F7;E7;Eb7;D7;Dsus;Dsus;Dsus;Dsus;Dsus;Dsus;F#7;F7;E7;Eb7;D7;G7;G7;C7;C7;A7;A7;Bm7;Bb7;Am7;Ab7;Dsus;Dsus;Dsus;Dsus;Dsus;Dsus;F#7;F7;E7;G6
