1;2;2;3;4;4;5;6;7;8;8;9;10;10;11;12;12;13;14;15;16;16;17;18;19;19;20;20;21;22;22;23;23;24;24;25;26;26;27;28;29;30;31;32
1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0
Gm7;G%7;C7;F^7;Am7;Abo7;G%7;C7;F^7;Am7;D7;Gm7;G%7;C7;F^7;Am7;Abo7;G%7;C7;F^7;Cm7;F7;Bb^7;Eb7;F^7;Gm7;Am7;E7;Am7;B%7;E7;Am7;D7;Abm7;Db7;Gm7;G%7;C7;A%7;D7;Gm7;C7;F6;D7
