1;2;3;4;5;5;6;6;7;8;9;10;11;12;13;13;14;14;15;16;17;18;18;19;20;21;21
1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0
C^7;B7;E7;E7;F7;E7;Eb7;D7;Db^7;Db7;C^7;B7;E7;E7;F7;E7;Eb7;D7;Db^7;Db7;Gm7;Db7;Gb7;F^7;C^7;F^7;C^7
