1;2;3;4;5;5;6;6;7;7;8;8;9;10;11;12;12;13;13;14;14;15;16;16
1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0
Gm7;Gm7;Gm7;Gm7;Cm7;F7;Bbm7;Eb7;Am7;D7;Ebm7;Ab7;Gm7;Gm7;Gm7;Cm7;F7;Bb^7;Gm7;Eb7;D7;Gm7;A%7;D7
