1;2;3;4;5;6;7;8;9;9;10;10;11;11;12;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;28
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
Fsus;Fsus;Fsus;Fsus;Ebsus;Ebsus;Ebsus;Ebsus;Em^7;Em^7;Em^7;Em^7;Em^7;Em^7;Em^7;Em^7;Fsus;Fsus;Fsus;Fsus;Ebsus;Ebsus;Ebsus;Ebsus;Em7;F#m7;Em7;F#m7;Em7;F#m7;Em7;Gm7;Gb7
