1;2;3;4;5;6;7;7;8;8;9;10;11;12;13;14;15;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;31;32
1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0
F6;F6;G7;G7;Gm7;C7;F6;Abo7;Gm7;C7;F6;F6;G7;G7;Gm7;C7;F6;Db7;F6;F7;F7;Eb7;Eb7;Db7;Db7;C7;C7;F6;F6;G7;G7;Gm7;C7;F6;Db7;F6
