1;1;2;2;3;3;4;4;5;6;6;7;7;8;9;9;10;10;11;11;12;12;13;14;14;15;15;16;16;17;18;19;20;20;21;22;22;23;24;24;25;25;26;26;27;27;28;28;29;30;30;31;31;32
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0
Eb6;Fm7;F#o7;Eb7;Ab^7;Ao7;Bbm7;Eb7;Ab6;Gm7;C7;Fm7;Bb7;Eb6;Eb6;Fm7;F#o7;Eb7;Ab^7;Ao7;Bbm7;Eb7;Ab6;Gm7;C7;Fm7;Bb7;Eb6;G7;Cm7;Ab^7;Cm7;Bbm7;Eb7;Ab6;G%7;C7;Fm7;B7;Bb7;Eb6;Fm7;F#o7;Eb7;Ab^7;Ao7;Bbm7;Eb7;Ab6;Gm7;C7;Fm7;Bb7;Eb6
