1;1;2;2;3;3;4;4;5;6;6;7;7;8;8;9;9;10;10;11;11;12;12
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0
Dm7;B%7;Bb7;A7;Dm7;B%7;Bb7;A7;Gm7;Gm7;A7;Dm7;B%7;Bb7;A7;Bb7;A7;Bb7;A7;Dm7;B%7;Bb7;A7
