1;1;2;2;3;3;4;4;5;5;6;6;7;8;9;10;11;11;12;13;14;15;15;16;16;17;17;18;18;19;19;20;20;21;21;22;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;36
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
Eb6;Cm7;Fm7;Bb7;Eb6;Cm7;Fm7;Bb7;Eb6;Ab^7;Gm7;C7;Fm7;Bb7;Fm7;F#o7;Gm7;Bb7;Eb^7;A%7;D7;Gm7;C7;Fm7;Bb7;Eb6;Cm7;Fm7;Bb7;Eb6;Cm7;Fm7;Bb7;Eb6;Ab^7;Gm7;C7;Bbm7;Eb7;Ab6;Ao7;Eb6;Cm7;A%7;D7;G%7;C7;Fm7;Bb7;Eb6;Fm7;Bb7
