1;2;3;4;5;6;6;7;8;9;10;11;12;13;14;15;16;16;17;18;19;20;21;22;23;24;25;26;26;27;28;29;30;31;32
1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0
Bb^7;F7;Bb^7;F7;Dm7;Cm7;F7;Bb^7;Gm7;Cm7;F7;Bb^7;Bb^7;Gm7;F#7;F7;Cm7;F7;Bb^7;F7;Bb^7;F7;Fm7;Bb7;Eb^7;Eb7;Gm7;Em7;A7;Dm7;G7;Cm7;F7;Bb^7;F7
