1;2;3;4;5;5;6;6;7;8;9;10;11;12;13;13;14;14;15;16
1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0
Eb7;Eb7;Eb7;Eb7;Eb7;Fm7;Gm7;C7;F7;Bb7;Eb7;Eb7;Ab7;Co7;Gm7;C7;Fm7;Bb7;Eb7;Bb7
