1;1;2;3;3;4;5;5;6;6;7;7;8;8;8;8;9;9;10;11;11;12;12;13;14;15;16;16;17;17;18;18;19;19;20;20;20
1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0
Bb6;Bo7;Cm7;F7;F7;Bb6;Bb^7;Dbo7;Cm7;F7;Cm7;F7;Bb6;Bo7;F7;F7;Bb6;Bo7;Cm7;F7;F7;Bb6;Bb7;Eb^7;Bb^7;Cm7;Bb6;Bb7;Eb^7;Ebm6;Bb^7;Dbo7;Cm7;F7;Bb6;Cm7;F7
