1;2;3;4;5;5;6;7;7;8;9;10;11;12;12;13;14;15;15;16
1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0
Dm;E%7;A7;Dm;Dm;D7;Gm7;Csus;C7;F^7;F^7;E%7;A7;Dm;Dm;B7;Bb7;E%7;A7;Dm
