1;1;2;3;3;4;5;6;7;7;8;9;10;11;12;13;14;15;16;17;17;18;19;19;20;21;21;22;23;24;25;26;27;27;28;29;30;31;32;33;34;35;35;36;37;37;38;39;40;40;41;42;42;43;44;45;45;46;47;47;48;49;50;51;51;52;53;54;55;56;57;58;59;60;61;61;62;63;63;64;65;65;66;67;68;69;70;71;71;72;73;74;75;76;77;78;78;78;79;80;80;81;82
1.0;2.5;1.0;1.0;2.5;1.0;1.0;1.0;1.0;2.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.5;1.0;1.0;2.5;1.0;1.0;2.5;1.0;1.0;1.0;1.0;1.0;1.0;2.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.5;1.0;1.0;2.5;1.0;1.0;1.0;2.5;1.0;1.0;2.5;1.0;1.0;1.0;2.5;1.0;1.0;2.5;1.0;1.0;1.0;1.0;2.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.5;1.0;1.0;2.5;1.0;1.0;2.5;1.0;1.0;1.0;1.0;1.0;1.0;2.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;4.0;5.5;1.0;1.0;2.5;1.0;1.0
Gm7;F7;Gb^7;Gm7;F7;F^;F^;F^;F^;Bbm;Dm;G7;Gb^7;Fm7;C7;F^;Dm7;Bb^7;Asus;Fm;Bb^;Bb^;Fm;Fm;D%7;E^;C6;C7;Fm;Db7;Dm;Dm;Gb^;Bbm;Fm7;Gm7;Gb^7;Bb^7;Bb^7;C^;Db^7;Gm7;F7;Gb^7;Gm7;F7;F^;F^;Gm7;F7;Gb^7;Gm7;F7;F^;F^;Gm7;F7;Gb^7;Gm7;F7;F^;F^;F^;F^;Bbm;Dm;G7;Gb^7;Fm7;C7;F^;Dm7;Bb^7;Asus;Fm;Bb^;Bb^;Fm;Fm;D%7;E^;C6;C7;Fm;Db7;Dm;Dm;Gb^;Bbm;Fm7;Gm7;Gb^7;Bb^7;Bb^7;C^;Db^7;Gm7;F7;Gb^7;Gm7;F7;F^;F^
