1;2;2;3;3;4;4;5;6;7;7;8;8;9;10;10;11;12;13;14;15;16;16;17;17;18;18;19;20;21;21;22;22;23;24;24;25;26;27;28;29;30;30;31;31;32;32;33;34;35;35;36;36;37;38;38;39;40
1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0
F^7;Fm7;Bb7;Am7;Gm7;F#m7;B7;Fm7;Bb7;Am7;D7;Abm7;Db7;Gm7;Dbm7;Gb7;F^7;F^7;F^7;F^7;F^7;Fm7;Bb7;Am7;Gm7;F#m7;B7;Fm7;Bb7;Am7;D7;Abm7;Db7;Gm7;Dbm7;Gb7;F^7;F^7;F^7;F^7;F^7;Fm7;Bb7;Am7;Gm7;F#m7;B7;Fm7;Bb7;Am7;D7;Abm7;Db7;Gm7;Dbm7;Gb7;F^7;F^7
