1;1;2;2;3;4;5;6;7;7;8;8;9;9;10;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;25;26;26;27;28;29;30;31;31;32;32
1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0
C^7;F7;Em7;A7;Dm7;G7;Dm7;G7;C6;Am7;Dm7;G7;C^7;F7;Em7;A7;Dm7;G7;Dm7;G7;C6;C6;Gm7;C7;F^7;Bb7;Em7;A7;D7;G7;C^7;F7;Em7;A7;Dm7;G7;Dm7;G7;C6;Am7;Dm7;G7
