1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;15;16;16;17;18;19;20;21;22;23;24;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;39;40;40
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0
Cm7;F7;Bb^7;G7;Cm7;F7;Bb^7;Dbo7;Cm7;F7;Bb^7;G7;Cm7;F7;Bb6;Bbo7;Bb6;Gbo7;Fm7;Bb7;Eb6;D7;Gm7;C7;Cm7;Fm7;Dbo7;Cm7;F7;Bb^7;Dbo7;Cm7;F7;D%7;G7;Cm7;Ebm7;Dm7;Dbo7;Cm7;F7;Bb6;Bbo7;Bb6;Dbo7
