1;2;3;4;5;6;6;7;8;9;10;11;12;13;14;15;16;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;32
1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0
G^;G^;G^;G^;G^;G^;Abo7;Am7;D7;D7;D7;D7;D7;D7;D7;G^;Am7;D7;G^;G^;G^;G^;Dm7;G7;C^;C^;C^;C#o7;G^;E7;A7;D7;G^;Am7;D7
