1;1;2;2;3;3;4;5;6;7;8;9;9;10;10;11;11;12;13;14;15;15;16;16;17;17;18;18;19;19;20;20;21;22;23;23;24;24;25;25;26;26;27;27;28;29;30;31;31;32;32;33;33;34;34;35;36;37;38;39;40;40;41;41;42;42;43;44;45;46;46;47;47;48;48;49;49;50;50;51;51;52;53;54;54;55;55;56;56;57;57;58;58;59;60;61;62;63;64;65;66
1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
E%7;A7;Dm7;Dm7;B%7;E7;Am7;Bb^7;Bbm6;Am7;Eb7;E%7;A7;Dm7;Dm7;B%7;E7;Am7;Bb^7;Bbm6;Am7;Gm7;F6;Eb7;Dm7;Dm7;B%7;E7;F^7;Gm7;Am7;A7;Dm7;G7;Gm7;Db7;C7;F7;E%7;A7;Dm7;Dm7;B%7;E7;Am7;Bb^7;Bbm6;Am7;Gm7;E%7;A7;Dm7;Dm7;B%7;E7;Am7;Bb^7;Bbm6;Am7;Eb7;E%7;A7;Dm7;Dm7;B%7;E7;Am7;Bb^7;Bbm6;Am7;Gm7;F6;Eb7;Dm7;Dm7;B%7;E7;F^7;Gm7;Am7;A7;Dm7;G7;Gm7;Db7;C7;F7;E%7;A7;Dm7;Dm7;B%7;E7;Am7;Bb^7;Bbm6;Eb7;D7;G7;Csus;F^
