1;2;2;2;2;3;4;4;4;4;5;6;6;7;8;8;9;10;10;10;10;11;12;12;12;12;13;14;14;15;16;16;17;17;18;18;19;19;20;20;21;21;22;22;23;23;24;24;24;25;26;26;26;26;27;28;28;28;28;29;30;30;31;32;32
1.0;1.0;2.0;3.0;4.0;1.0;1.0;2.0;3.0;4.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;2.0;3.0;4.0;1.0;1.0;2.0;3.0;4.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;4.0;1.0;1.0;2.0;3.0;4.0;1.0;1.0;2.0;3.0;4.0;1.0;1.0;3.0;1.0;1.0;3.0
Bbm7;Gb7;F7;E7;Eb7;Ab^7;Ab7;G7;Gb7;F7;Bb7;Bbm7;Eb7;Ab6;C%7;F7;Bbm7;Gb7;F7;E7;Eb7;Ab^7;Ab7;G7;Gb7;F7;Bb7;Bbm7;Eb7;Ab6;A%7;D7;G^7;Em7;Am7;D7;Bm7;E7;Am7;D7;G^7;Em7;Am7;D7;G^7;Cm7;Bbm7;C%7;F7;Bbm7;Gb7;F7;E7;Eb7;Ab^7;Ab7;G7;Gb7;F7;Bb7;Bbm7;Eb7;Ab6;C%7;F7
