1;2;3;4;5;5;6;7;8;9;10;11;11;12;12;13;13;14;15;16
1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0
Eb^7;D7;Gm7;Gm7;Gb^7;F7;D7;Gm7;Gm7;Cm7;Absus;Bb^;F^;Ab7;G7;Cm^7;Gb^7;B^7;D^;D7
