1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;28;29;29;30;30;31;32;32
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0
C6;C#o7;Dm6;D#o7;Em7;Am7;Dm7;G7;C6;Ebo7;Dm7;G7;Em7;A7;D7;G7;C6;C#o7;Dm6;D#o7;Em7;Am7;Dm7;G7;C6;C7;F^7;F#%7;B7;Em7;A7;Dm7;G7;C6;Dm7;G7
