1;1;2;2;3;3;4;4;5;5;6;6;7;7;8;8;9;9;10;10;11;11;12;12;13;13;14;14;15;15;16;16;17;18;19;20;21;22;23;24;25;25;26;26;27;27;28;28;29;29;30;30;31;31;32;33;33;34;34;35;35;36;36;37;37;38;38;39;40;40;41;41;42;42;43;43;44;44;45;45;46;46;47;47;48;48;49;49;50;50;51;51;52;52;53;53;54;54;55;55;56;57;58;59;60;61;62;63;64;64;65;65;66;66;67;67;68;68;69;69;70;70;71;71;71;72;72;73;73;74;74;75;75;76;76;77
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;5.0;7.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0
Am7;Bm7;Am7;Bm7;Am7;Bm7;Am7;Bm7;Am7;Bm7;Am7;Bm7;Am7;Bm7;Am7;Bm7;Am7;Bm7;Am7;Bm7;Am7;Bm7;Am7;Bm7;Am7;Bm7;Am7;Bm7;Am7;Bm7;Am7;Bm7;Dm7;Am7;Am7;Am7;Dm7;Am7;Dm7;E7;Am7;D7;Am7;D7;Am7;D7;Am7;D7;Am7;D7;Am7;D7;Am7;D7;E7;Am7;Bm7;Am7;Bm7;Am7;Bm7;Am;G^;F^;Em;Dm;E7;Am;Am7;Bm7;Am7;Bm7;Am7;Bm7;Am7;Bm7;Am7;Bm7;Am7;Bm7;Am7;Bm7;Am7;Bm7;Am7;Bm7;Am7;Bm7;Am7;Bm7;Am7;Bm7;Am7;Bm7;Am7;Bm7;Am7;Bm7;Am7;Bm7;Dm7;Am7;Am7;Am7;Dm7;Am7;Dm7;E7;Am7;D7;Am7;D7;Am7;D7;Am7;D7;Am7;D7;Am7;D7;Am7;D7;E7;Am7;Bm7;Am7;Bm7;Am7;Bm7;Am;G^;F^;Em;Dm;E7;Am
