1;2;3;4;5;6;7;7;8;8;9;10;11;12;13;14;15;16;16;17;17;18;18;19;19;20;20;21;22;23;24;24;25;26;27;28;29;30;31;31;32;32
1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0
Eb^7;Eb^7;Eo7;Eo7;Fm7;Bb7;Eb6;Cm7;Fm7;Bb7;Eb^7;Eb^7;Eo7;Eo7;Fm7;Bb7;Eb6;Am7;D7;G^7;Em7;Am7;D7;Bm7;Em7;Am7;D7;G7;C7;F7;Bb7;Bb7;Eb^7;Eb^7;Gbo7;Gbo7;Fm7;Bb7;Eb6;Cm7;Fm7;Bb7
