1;2;3;4;5;6;7;8;9;10;11;12;13;13;14;14;15;15;16;16;17;18;19;20;21;22;23;24;25;26;27;28;29;29;30;30;31;32;32;33;34;35;35;36;37;38;39;40;41;42;43;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;61;62;62;63;63;64;64
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0
Eb6;Eb6;D%7;G7;Cm7;Cm7;F7;F#o7;Eb6;Cm7;F7;Bb7;Eb6;Eb6;Ab6;Ao7;Eb6;Cm7;Fm7;Bb7;Eb6;Eb6;D%7;G7;Cm7;Cm7;F7;F#o7;Eb6;Cm7;F7;Bb7;Eb6;Eb6;Ab6;Ao7;Eb6;D%7;Gb7;Cm7;Cm7;D%7;G7;Cm7;D%7;G7;Ab7;G7;Cm7;Cm7;D%7;G7;Cm7;F7;F7;Fm7;Bb7;Eb6;Eb6;D%7;G7;Cm7;Cm7;F7;F#o7;Eb6;Cm7;F7;Bb7;Eb6;Eb6;Ab6;Ao7;Eb6;Cm7;Fm7;Bb7
