1;1;1;1;2;2;2;2;3;3;4;4;5;5;6;6;7;7;8;8;8;8;9;9;9;9;10;10;10;10;11;11;12;12;13;13;14;14;15;15;16;17;17;18;19;19;20;21;22;23;23;24;25;25;25;25;26;26;26;26;27;27;28;28;29;29;30;30;31;31;32
1.0;2.0;3.0;4.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;2.0;3.0;4.0;1.0;2.0;3.0;4.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;2.0;3.0;4.0;1.0;2.0;3.0;4.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0
Gm7;C7;F#m7;B7;Fm7;Bb7;Em7;A7;Ebm7;Ab7;B7;Bb7;Eb7;D7;Db^7;Eb7;Ebm7;Ab7;B7;Bb7;A7;Ab7;Gm7;C7;F#m7;B7;Fm7;Bb7;Em7;A7;Ebm7;Ab7;B7;Bb7;Eb7;D7;Db^7;Eb7;Ebm7;Ab7;Db^7;Ebm7;Ab7;Db^7;Ebm7;D7;Db^7;Eb7;Eb7;Ebm7;Ab7;Gb7;Gm7;C7;F#m7;B7;Fm7;Bb7;Em7;A7;Ebm7;Ab7;B7;Bb7;Eb7;D7;Db^7;Eb7;Ebm7;Ab7;Db^7
