1;1;2;2;3;3;4;4;5;5;6;6;7;8;8;9;10;11;11;12;12;13;13;14;14;15;15;16;16;17;17;18;18;19;20;20;21;22;23;24;24;25;26;27;28;28;29;30;31;32;33;34;35;36;37;38;39;40;41;41;42;42;43;44;44;44;45;45;46;46;47;47;48;48;49;49;50;51;51;52;53;54;55;55;56;57;57;58;59;59
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;5.0;7.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0
C^7;Am7;Dm7;G7;Dm7;G7;Dm7;G7;Dm7;G7;Dm7;G7;C^7;Gm7;C7;F^7;Bb7;C^7;Am7;Dm7;G7;C^7;Am7;Dm7;G7;Dm7;G7;Dm7;G7;Dm7;G7;Dm7;G7;C^7;Gm7;C7;F^7;Bb7;C^7;Gm7;C7;F^7;Bb7;C^7;Bbm7;Eb7;Ab^7;Ab^7;Ebm7;Ab7;Db^7;Db^7;Abm7;Db7;B6;B7;C^7;C^7;Bm7;E7;Am7;D7;Dm7;G7;C^7;Am7;Dm7;G7;Dm7;G7;Dm7;G7;Dm7;G7;Dm7;G7;C^7;Gm7;C7;F^7;Bb7;C^7;Gm7;C7;F^7;Dm7;G7;C^7;Dm7;G7
