1;1;2;2;3;3;4;4;5;5;6;6;7;7;8;8;9;9;10;10;11;11;12;12;13;13;14;14;15;15;16;17;18;19;20;21;22;23;24;25;25;26;26;27;27;28;28;29;29;30;30;31;31;32;32;33;33;34;34;35;35;36;36;37;37;38;38;39;39;40
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0
Eb^;C7;Fm7;Bb7;Gm7;F#7;Fm7;Bb7;Bbm7;Eb7;Ab^;Abm7;Gm7;C7;Fm7;Bb7;Eb^;C7;Fm7;Bb7;Gm7;F#7;Fm7;Bb7;Bbm7;Eb7;Ab^;Abm7;Fm7;Bb7;Eb^;Bbm7;A7;Ab^7;Ab^7;Cm7;F7;Fm7;Bb7;Eb^;C7;Fm7;Bb7;Gm7;F#7;Fm7;Bb7;Bbm7;Eb7;Ab^;Abm7;Gm7;C7;Fm7;Bb7;Eb^;C7;Fm7;Bb7;Gm7;F#7;Fm7;Bb7;Bbm7;Eb7;Ab^;Abm7;Fm7;Bb7;Eb^
