1;1;2;2;3;3;4;4;5;5;6;6;7;7;8;8;9;9;10;10;11;11;12;12;13;13;14;14;15;15;16;16;17;17;18;19;20;20;21;22;23;24;25;26;27;27;28;28;29;29;30;30;31;31;32;32;33;33;34;34;35;35;36
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0
Bb^;Ab7;Gb7;Fsus;E7;Eb7;D7;Db7;Csus;Fsus;Gb^;Cb7;Bb7;Eb7;Gb7;F7;Bb^;Ab7;Gb7;Fsus;E7;Eb7;D7;Db7;Csus;Fsus;Gb^;Cb7;Bb7;Eb7;Gb7;F7;Cm7;F7;Bb^7;D7;Ebm7;Ab7;D7;Db7;Db7;G7;C7;Fsus;Bb^;Ab7;Gb7;Fsus;E7;Eb7;D7;Db7;Csus;Fsus;Gb^;Cb7;Bb7;Eb7;Gb7;F7;Cm7;F7;Bb^7
