1;2;3;3;4;4;5;5;6;6;7;7;8;8;9;9;10;10;11;11;12;13;14;15;15;16;16;17;17;18;18;19;19;20;20;21;21;22;22;23;23;24;25;26;27;27;28;28;29;29;30;30;31;32;33;34;35;35;36;36;37;37;38;38;39;39;40;40;41;41;42;42;43;43;44
1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0
Eb%7;Ab7;Db^7;Bm7;A^7;Ab^7;Abm7;Db7;Gb7;F7;Bb7;A7;Ab7;G7;F#m7;B7;E^7;A^7;Ebm7;Ab7;Db^7;Eb%7;Ab7;Db^7;Bm7;A^7;Ab^7;Abm7;Db7;Gb7;F7;Bb7;A7;Ab7;G7;F#m7;B7;E^7;A^7;Ebm7;Ab7;Db^7;F#m7;B7;E^7;F#m7;Abm7;Db7;Gm7;C7;F#m7;B7;Em7;A7;Eb%7;Ab7;Db^7;Bm7;A^7;Ab^7;Abm7;Db7;Gb7;F7;Bb7;A7;Ab7;G7;F#m7;B7;E^7;A^7;Ebm7;Ab7;Db^7
