1;1;2;2;3;3;4;5;6;7;8;9;9;10;10;11;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;25;26;26;27;27;28;29;30;31;32
1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0
Gm;Gm;Gm;C7;Eb7;D7;Gm;C7;C#o7;Bb6;D7;Gm;Gm;Gm;C7;Eb7;D7;Gm;C7;F7;Bb6;Bb6;Fm7;Bb7;Eb6;Eb6;Gm7;C7;F7;D7;Gm;Gm;Gm;C7;Eb7;D7;Gm;C7;C#o7;Bb6;Bb6
