1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;27;28;28;29;30;31;32
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0
Cm7;F7;Bb^7;Eb^7;A%7;D7;Gm6;Gm6;Cm7;F7;Bb^7;Eb^7;A%7;D7;Gm6;Gm6;A%7;D7;Gm6;Gm6;Cm7;F7;Bb^7;Eb^7;A%7;D7;Gm7;Gb7;Fm7;E7;A%7;D7;Gm6;Gm6
