1;1;2;2;3;3;4;4;5;6;6;7;7;8;8;9;10;11;11;12;12;13;14;15;15;16;16;17;17;18;18;19;19;20;20;21;22;22;23;23;24;24;25;26;27;27;28;28;29;29;30;30;31;32;32;33;33;34;34;35;35;36;37;37;38;38;39;39;40;41;42;42;43;43;44;45;46;46;47;47;48;48;49;49;50;50;51;51;52;53;53;54;54;55;55;56;57;58;58;59;59;60;60;61;61;61;61;62;62;63;63;64;64;65;66
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;5.0;7.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0
C^7;C7;B%7;E7;Am7;Abo7;Gm7;C7;F^7;B%7;E7;Am7;D7;Gm;C7;F^7;Bb7;C6;E7;Am7;E7;Am7;D7;Dm7;G7;Ab%7;Db7;C^7;C7;B%7;E7;Am7;Abo7;Gm7;C7;F^7;B%7;E7;Am7;D7;Gm;C7;F^7;Bb7;C6;E7;Am7;E7;Em7;Eb%7;Dm7;G7;C^7;C^7;C7;B%7;E7;Am7;Abo7;Gm7;C7;F^7;B%7;E7;Am7;D7;Gm;C7;F^7;Bb7;C6;E7;Am7;E7;Am7;D7;Dm7;G7;Ab%7;Db7;C^7;C7;B%7;E7;Am7;Abo7;Gm7;C7;F^7;B%7;E7;Am7;D7;Gm;C7;F^7;Bb7;C6;E7;Am7;E7;Em7;Eb%7;Dm7;G7;Em7;A7;Dm7;G7;Em7;Ebo7;Dm7;G7;C^7;C^7
