1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;22;23;24;25;26;27;28;29;30;31;32;33;34;34;35;35;36;36;37;37;38;38;39;39;40;40;41;42;43;44;45;46;47;48;49;50;50;51;51;52;52;53;53;54;54;55;55;56;56;56;57;57;58;59;59;60;61;63;63
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;5.0;1.0;4.0;1.0;1.0;3.0;1.0;1.0;3.0;4.0
Em7;Em7;Bm7;Bm7;F#m7;F#m7;Bbm7;Bbm7;G%7;C7;Db^7;Gb^7;Cm7;F7;Bb^7;Bb^7;Eb^7;Eb^7;Bb^7;Db7;Cm7;F7;F#o7;Gm7;Gm7;Ab^7;Ab^7;Dm7;Eb^7;E%7;Eb^7;Dm7;Db7;Cm7;Gm;F^;Eb^;F^;Gm7;F^;Eb^;F^;Gm;F^;Eb^;F^;Gm7;F^;Eb^;Gm7;Gm7;Fm^7;Fm^7;Dm7;Dm7;F^7;F^7;Gm;F^;Eb^;F^;Gm7;F^;Eb^;F^;Gm;F^;Eb^;F^;Gm7;F^;Eb^7;Eb^7;Em;Em;Em;Cm7;Cm7;Cm7;F^;Gm
