1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;16;17;17;18;19;20;21
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.5;1.0;2.5;1.0;1.0;1.0;1.0
Db^7;Eb^;F^;Dm7;A^7;Bb^7;B^7;B^7;Gsus;G7;Fsus;Db^7;Gb^7;Gsus;G7;Eb^7;Db^7;Gb^7;Gb^7;Dbsus;F^;F^;F^
