1;2;3;4;5;6;7;8;8;9;10;11;11;12;12
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0
Eb7;Ab7;Eb7;Eb7;Ab7;Ab7;Eb7;Gm7;C7;Fm7;Bb7;Eb7;C7;Fm7;Bb7
