1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;16;17;18;19;20;21;22;22;23;24;24;25;26;27;28;29;30;31;32
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
Dm;Dm;C#o7;C#o7;Cm6;Cm6;G7;G7;Bb^7;Bb^7;Eb^7;Eb^7;E%7;A7;Dm;Dm;Db7;Cm6;Cm6;Bo7;Bo7;Bb^7;E%7;A7;Dm;Dm;Db7;Cm7;F7;Bm7;E7;Bb^7;A7;Dm;Dm
