1;2;3;4;4;5;6;6;7;8;9;10;11;12;13;14;15;15;16;16;17;18;19;20;20;21;22;22;23;24;25;26;27;28;29;30;31;31;32;33;33;34;34;35;36;37;37;38;39;40;41;42;43;44;45;46;47;48
1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
C6;C6;C^7;Dm7;G7;C6;C6;Ebo7;G7;G7;C6;Am7;D7;D7;Dm7;G7;C6;C#o7;Dm7;G7;C6;C6;C^7;Dm7;G7;C6;C6;Ebo7;G7;G7;C6;Am7;D7;D7;Dm7;G7;C6;F7;C6;Cm7;F7;Cm7;F7;Bb^7;Bb^7;B%7;E7;A7;D7;G7;C6;Am7;D7;D7;Dm7;Db7;C6;C6
