1;1;2;2;3;3;4;5;5;6;7;7;8;8;8;9;9;10;10;11;12;12;13;14;14;15;15;16;17;17;18;19;20;21;22;23;23;24;24;25;25;26;27;27;28;29;29;30
1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;5.0;7.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0;5.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;1.0;3.0;1.0
C7;Gm7;C7;Gm7;F^7;C7;Gm7;Am7;C7;F^7;Fo7;C7;F^7;C7;Gm7;C7;Gm7;F^7;C7;Gm7;Am7;C7;F^7;Fo7;C7;F^7;F7;F7;Bb^7;F7;G7;Dm7;Dm7;Gm7;C7;C7;Gm7;C7;Gm7;F^7;C7;Gm7;Am7;Gm7;F^7;Fo7;C7;F^7
