1;2;3;4;5;6;7;8;9;9;10;10;11;12
1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0
C7;F7;C7;C7;F7;Fm7;C7;C7;Cm7;Dbm7;Bm7;Am7;C7;G7
