1;1;2;2;3;3;4;4;5;6;6;7;7;8;8;9;9;10;10;11;12;12;13;13;14;14;15;15;16;16;17;18;18;19;19;20;20;21;21;22;22;23;24;25;25;26;26;27;27;28;28;29;29;30;30;31;32;33;33;34;34;35;35;36;36;37;38;38;39;39;40;40;41;41;42;42;43;44
1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0
Gm7;E%7;A%7;D7;Gm7;C7;F7;Bb7;Eb^7;A7;D7;G7;C7;F7;Bb7;Eb^7;A7;A%7;D7;Gm6;Eb7;D7;Gm7;E%7;A%7;D7;Gm7;C7;F7;Bb7;Eb^7;A7;D7;G7;C7;F7;Bb7;Eb^7;A7;A%7;D7;Gm6;G7;Cm7;Gb7;Fsus;F7;Bb^7;D7;Gm7;E%7;F#%7;B7;Em7;A7;D^7;D7;Gm7;E%7;A%7;D7;Gm7;C7;F7;Bb7;Eb^7;A7;D7;G7;C7;F7;Bb7;Eb^7;A7;A%7;D7;Gm6;Gm6
